Experiment,Dist,N,M,Replica,Seed,Algo,Params,Time,Obj,Status,Gap,Nodes
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=5.0s",5.0,531,HEURISTIC_RPD,4.940711462450593,22264
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=10.0s",10.0,528,HEURISTIC_RPD,4.3478260869565215,40752
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=30.0s",30.0,527,HEURISTIC_RPD,4.150197628458498,131732
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=60.0s",60.0,527,HEURISTIC_RPD,4.150197628458498,259660
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=0.1s",0.109375,218,HEURISTIC_RPD,21.11111111111111,494
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=0.5s",0.5,202,HEURISTIC_RPD,12.222222222222221,2440
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=1.0s",1.0,202,HEURISTIC_RPD,12.222222222222221,4550
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=5.0s",5.0,197,HEURISTIC_RPD,9.444444444444445,23070
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=10.0s",10.0,194,HEURISTIC_RPD,7.777777777777778,46145
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=30.0s",30.0,194,HEURISTIC_RPD,7.777777777777778,136252
pilot_c_convergence,uniform,100,10,0,2324,IG,"d=6,T=0.1,t=60.0s",60.0,194,HEURISTIC_RPD,7.777777777777778,276895
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=0.1s",0.109375,232,HEURISTIC_RPD,17.766497461928935,410
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=0.5s",0.5,224,HEURISTIC_RPD,13.705583756345177,2321
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=1.0s",1.0,222,HEURISTIC_RPD,12.690355329949238,4646
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=5.0s",5.0,211,HEURISTIC_RPD,7.1065989847715745,23111
